,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand
t260,18728.954370692718,670.6960409345111,-3.700022344963772e-7,0.0,-0.0,1770.2249982481947,7.057884871283442e-10,2481.5915183077364,-48.46692781392044,-23603.0,23828.579979699287,381.1870686063825,-3.8246603259335443e-7,0.0,-0.0,2474.1680691216934,6.944302349125716e-10,6643.4160467640595,-204.3511638097784,-33123.0,11086.937263323389,0.00014217603416552736,-3.698496315243101e-7,0.0,-0.0,1121.9249977587065,7.033268361610205e-10,2812.352143975445,-62.21454686429131,-14959.0,39250.329480255554,293.3207211312875,-3.9879317139273344e-7,0.0,-0.0,1.3721191668549648e-6,6.828189422825023e-10,-8812.189458214294,-202.46074414651582,-30529.0,31174.01402054432,2.562442405021297e-5,-3.7510242010610385e-7,0.0,-0.0,5.063346099514946e-6,6.930418811398115e-10,-2615.332895230639,-54.68115562695552,-28504.0,16434.63357683088,7.397291234692256e-6,-3.473679544226861e-7,0.0,-0.0,5.332368180787607e-6,6.901915397175229e-10,-509.83735560230747,-9.796233611461687,-15915.0
t261,18747.46530921177,47.55411028352782,-3.6797994030885604e-7,0.0,-0.0,1763.5499981789676,7.055686494819873e-10,3011.810529515878,-56.37994682293364,-23514.0,24165.07282206566,48.03113314609617,-3.802570407396413e-7,0.0,-0.0,1811.7581464081745,6.940311261959647e-10,7218.319413303036,-244.18151454353296,-32999.0,11268.876970822323,0.00019119389683324077,-3.6109646558552684e-7,0.0,-0.0,1075.4249976389074,7.028744580803242e-10,2041.9102377164888,-47.21239701108135,-14339.0,39205.49072500427,45.3698622510908,-3.9638402237222835e-7,0.0,-0.0,1.34798958437481e-6,6.823957592326751e-10,-10076.167093560156,-230.69349464744536,-28944.0,29186.345035879796,3.5635456661191094e-5,-3.3835938144437333e-7,0.0,-0.0,4.659135131177674e-6,6.926946503841485e-10,-1156.524899304482,-25.820176532166187,-28004.0,16293.318654670611,1.0154533614061881e-5,-2.6650773866395797e-7,0.0,-0.0,4.74498410289348e-6,6.897455518688616e-10,-1039.3481876707644,-19.970481633446266,-15234.0
t262,18128.455326134812,2.2174735645064477e-7,-3.625752779788175e-7,0.0,-0.0,1.3396074050824378e-7,5.663947058309674e-10,4262.643332690952,-77.0986588195287,-22314.0,24583.4977090394,2.2941607791479279e-7,-3.7180587995949285e-7,0.0,-0.0,1.282495811361654e-7,5.597755437585891e-10,7022.15929466789,-291.6570036938335,-31314.0,10857.298114470112,2.0286351401745147e-7,-4.036841214544015e-7,0.0,-0.0,1.2064149812440022e-7,5.528619571247222e-10,2539.9143978500083,-77.21251224035802,-13320.0,38915.42192167582,2.1206692698007627e-7,-4.439835656120425e-7,0.0,-0.0,1.103093235319999e-7,5.412237048947555e-10,-11842.05809760127,-271.3638239534412,-26802.0,26716.3427791953,2.413727382768774e-7,-3.730264516677769e-7,0.0,-0.0,1.262441254767672e-7,5.602772454133522e-10,-303.5429272486978,-24.799851941663277,-26388.0,15993.117743322813,2.3685387950104066e-7,-3.9816814910534425e-7,0.0,-0.0,1.1567728306386544e-7,5.460367410685805e-10,-1679.1160003588845,-60.00174291872241,-14254.0
t263,16569.600100626514,2.3396179090400636e-7,-2.9840763413775472e-5,0.0,-0.0,5.999097036142608e-8,4.2644422420915855e-10,3839.1930376944883,-65.79310877465072,-20343.0,22818.62350799783,2.3997168763640315e-7,-7.196527983547121e-5,0.0,-0.0,5.955306816807778e-8,4.233223402221412e-10,6022.419521063265,-293.042957395854,-28548.0,10201.46161824774,2.493763543514139e-7,-7.058652931697353e-5,0.0,-0.0,5.964213889478306e-8,4.246243979462362e-10,2165.4755597083367,-61.93710767883701,-12305.0,35857.04032818169,2.7197416349417727e-7,-7.541727223390487e-5,0.0,-0.0,5.9358318358475186e-8,4.2405907996328525e-10,-10685.731268793745,-244.30898430235538,-24927.0,23810.61977567773,2.4057178519869604e-7,-2.6155744118212218e-5,0.0,-0.0,5.982642001413941e-8,4.2657122959391745e-10,391.93193278679814,-14.551682609482532,-24188.0,15127.592951020451,2.455516253914008e-7,-9.092915474135611e-6,0.0,-0.0,5.945824056904339e-8,4.229225603338145e-10,-1733.2887824591446,-33.304159773690564,-13361.0
t264,16032.503017478284,4.965253455119656e-6,-5.3456138140033786e-5,0.0,-0.0,5.959183275677346e-8,4.2473684125325644e-10,2427.3510439026822,-40.85401295015371,-18419.0,22684.944717759165,7.0265882993469165e-6,-2.4490530828558028e-5,0.0,-0.0,5.947987700720257e-8,4.230278923989825e-10,3333.588141957953,-169.53284231316448,-25849.0,9793.566155863231,5.386618883646061e-6,-4.92487912903157e-5,0.0,-0.0,5.951087452094339e-8,4.2393990545112376e-10,1806.6242909849877,-73.19040304582283,-11527.0,29807.984186206577,7.345630146964348e-6,-2.5309175139991097e-5,0.0,-0.0,5.930274868920508e-8,4.236371570939411e-10,-6040.9221831887135,-137.06198511396232,-23630.0,21397.360712126683,4.010315186709413e-6,-1.5050930672626228e-5,0.0,-0.0,5.96895935559082e-8,4.2569906464049356e-10,919.4463701936878,-17.807071339750927,-22299.0,15198.087846016628,2.0525052107998247e-6,-5.405644559883163e-6,0.0,-0.0,5.934189878663618e-8,4.223643083449238e-10,-2446.0876638505983,-47.000178872569954,-12705.0
t265,15505.097420644088,5.393085096091954e-6,-269.54322346200416,0.0,-0.0,5.940503776053743e-8,4.2380627104043676e-10,1823.1303593606767,-30.68456199573593,-17028.0,22445.638089608296,6.498935991821589e-6,-4.690836705978084e-5,0.0,-0.0,5.9297825248074735e-8,4.222731547855555e-10,1620.2606002555628,-168.89864951421026,-23897.0,9312.5869908697,5.301436047249328e-6,-0.00011390962613859983,0.0,-0.0,5.939967676212087e-8,4.233374954839454e-10,1788.6191960685264,-89.2060783900549,-11012.0,28019.475883885363,6.785006156080163e-6,-4.8757063862375783e-5,0.0,-0.0,5.913443510696747e-8,4.2277445796226775e-10,-5227.093352274187,-122.38248969860112,-22670.0,18893.207451266826,4.440421995337638e-6,-1.4484727011347508e-5,0.0,-0.0,5.9574455149028675e-8,4.249546615081507e-10,2259.3241435031205,-61.53158478552313,-21091.0,14701.747051082119,2.5427333805238867e-6,-4.585399585670078e-6,0.0,-0.0,5.923836952754563e-8,4.2185489225996684e-10,-2264.2409469137006,-43.506102185263025,-12394.0
t266,14706.197637122885,5.842095195855162e-6,-432.499350622262,0.0,-0.0,5.939536287048523e-8,4.235989151864616e-10,1872.8226252539273,-31.52091765650114,-16114.999999999998,22205.29584606911,7.60248128982733e-6,-2.7329329209025236e-5,0.0,-0.0,5.9285545753863515e-8,4.221746632193726e-10,632.2234767471743,-222.51930314925391,-22615.0,8907.42786250952,5.560576480857558e-6,-9.00120207046981e-5,0.0,-0.0,5.939250362664492e-8,4.2316873588533466e-10,1838.5693910490345,-94.9971691667677,-10651.0,27684.763577275153,7.935322344181145e-6,-2.8406123216194736e-5,0.0,-0.0,5.912516393781532e-8,4.2255706144964976e-10,-5544.295894146243,-129.46766271760083,-22011.0,16430.560795313908,4.8066120345131776e-6,-1.3179058667482981e-5,0.0,-0.0,5.956774477846974e-8,4.2468822522801674e-10,3640.095149232415,-109.65593623373827,-19961.0,14606.28671636328,2.7792963084853655e-6,-4.294959222615326e-6,0.0,-0.0,5.923143794723428e-8,4.217555511757455e-10,-2439.4147481363075,-46.87196677081854,-12120.0
t267,14078.82377700323,5.914060466308323e-6,-146.55156186741584,0.0,-0.0,5.940813928812966e-8,4.235378694866154e-10,1557.6176796559575,-32.88990076568674,-15457.0,21620.529256747817,9.017918225225645e-6,-1.901996225431056e-5,0.0,-0.0,5.9294773994425706e-8,4.221847043206555e-10,312.85968529962327,-242.38893210519836,-21691.0,8454.611618420184,5.7161237911977456e-6,-7.266246656931738e-5,0.0,-0.0,5.943317841228317e-8,4.2323483784092025e-10,2195.484174283681,-147.09572581722517,-10503.0,27394.723948782488,9.402836862668473e-6,-1.982922211696208e-5,0.0,-0.0,5.913473915717972e-8,4.2245539255920903e-10,-5635.2252369756425,-131.49870143993962,-21628.0,14122.38174172912,4.746256311874983e-6,-1.3865701010979435e-5,0.0,-0.0,5.961189198886599e-8,4.246896893279801e-10,5538.18896110582,-156.57069377539256,-19504.0,16037.18593561651,2.7212457931636344e-6,-4.479808808279997e-6,0.0,-0.0,5.9264404635412145e-8,4.2184649608703433e-10,-3968.9252633694396,-76.26067054806394,-11992.0
t268,13380.556092169776,6.7217765719693415e-6,-3.5520862068194084e-5,0.0,-0.0,5.965603617793858e-8,4.243774930891975e-10,1812.4967278384786,-105.05279126926558,-15088.0,21534.86447703349,1.840874648017338e-5,-9.288854257123527e-6,0.0,-0.0,5.945523256675215e-8,4.2279341851400904e-10,-21.82840339396952,-371.0360828193308,-21142.0,8064.592020713576,6.289847416884202e-6,-2.7557909795272848e-5,0.0,-0.0,5.969049002222933e-8,4.242106308232155e-10,2675.3804472008565,-200.97244670635467,-10539.0,30965.8475879546,1.9184312940192048e-5,-9.689181606322555e-6,0.0,-0.0,5.92881742950697e-8,4.229866580263712e-10,-8971.804013751122,-207.04358375825137,-21787.0,11608.771301821716,4.630260798628077e-6,-1.3511391402670918e-5,0.0,-0.0,5.988318324001233e-8,4.256861149644629e-10,8126.416394828255,-213.18768782901992,-19522.0,15725.242187993812,2.436298736460426e-6,-5.129553816451129e-6,0.0,-0.0,5.946048207758813e-8,4.226099792136308e-10,-3620.661152722496,-92.58103263781284,-12012.0
t269,13618.416329052705,7.229710980673364e-6,-1.0080106704593098e-5,0.0,-0.0,6.132034337285358e-8,4.3079904474549947e-10,1055.2016131382902,-122.61793940237143,-14551.0,21652.924976343907,2.6711182210854656e-5,-8.118905017372129e-6,0.0,-0.0,5.9456677213515176e-8,4.2282386274642076e-10,-1047.3321212272956,-358.59287376879405,-20247.0,7783.01721102883,6.5948884486631275e-6,-9.552865541011635e-6,0.0,-0.0,6.138434899451996e-8,4.3080750758104855e-10,3332.0799981923324,-198.097206324837,-10917.0,30824.73379824211,2.783834687419807e-5,-8.467285744174953e-6,0.0,-0.0,5.929381643653989e-8,4.229699465350279e-10,-8289.66784487253,-192.06597280028143,-22343.0,12000.35840700007,4.847287477172613e-6,-7.272827642180393e-6,0.0,-0.0,6.165532081896733e-8,4.3252161012568105e-10,8435.718065375931,-222.07647001240673,-20214.0,16059.84747165468,2.804034715756404e-6,-3.738323118977688e-6,0.0,-0.0,6.110321359288056e-8,4.290815106684471e-10,-3485.9997106067276,-95.8477601750446,-12478.0
t270,13415.84269216605,718.2501481974226,-3.878422127335886e-7,0.0,-0.0,7.311893086435873e-8,4.691135798379683e-10,5.738355390860761e-5,-147.09289743321483,-13987.0,21377.850322344966,6.146135289593193e-5,-6.642089733198078e-6,0.0,-0.0,5.945315924908531e-8,4.226922020630926e-10,-1494.2398263793004,-348.61055084482683,-19535.0,8343.085967664267,0.00033087279547948953,-4.150874720078494e-7,0.0,-0.0,7.355593661763343e-8,4.700498117263364e-10,3230.9691486971983,-200.05544689301192,-11374.0,30469.84376011499,6.405297797918372e-5,-6.92625818252007e-6,0.0,-0.0,5.9290987506954226e-8,4.225059328206534e-10,-7842.76016752205,-182.08364977927312,-22445.0,11961.478834415719,5.8886885649492e-5,-3.8681267081962106e-7,0.0,-0.0,7.450854120983977e-8,4.734703086329904e-10,9592.0307713137,-248.5096643043451,-21305.0,16257.847736005893,1.3406728131020081e-5,-7.156609710186579e-7,0.0,-0.0,6.657963495069578e-8,4.4791080514838485e-10,-3485.999983493102,-95.8477652706502,-12676.0
t271,10463.614222643922,1.03032380116498e-6,-3.931257613844585e-5,0.0,-0.0,5.8979920029767534e-8,4.212646046188355e-10,3282.3460658026606,-70.96025022378387,-13675.0,17558.921776083265,7.926494502599996e-6,-2.6849838737177272e-5,0.0,-0.0,5.883387425714237e-8,4.199014191753694e-10,2101.398090576411,-419.31984779559855,-19241.0,11169.0702666884,9.058971906197873e-7,-3.445398533109217e-5,0.0,-0.0,5.901915006689538e-8,4.2087704012687027e-10,883.313057343452,-164.38329054295443,-11888.0,34087.93369724397,8.254380879218072e-6,-2.8081876339912605e-5,0.0,-0.0,5.869578160398714e-8,4.1884298569975435e-10,-11246.815575360757,-258.1181021146394,-22583.0,16248.052381593589,8.772816928462681e-7,-2.0538254768386616e-5,0.0,-0.0,5.918585409357742e-8,4.221552459599288e-10,6596.886951027643,-177.93931301965466,-22667.0,14360.067058120097,1.1673915975153854e-6,-7.401638544240508e-6,0.0,-0.0,5.887227569670831e-8,4.1969170911966227e-10,-1617.1285893894112,-59.938462555647526,-12683.0
t272,12922.594199364505,6.483291079453857e-6,-6.211704960443056e-5,0.0,-0.0,5.8722415916748164e-8,4.2026382504478287e-10,827.3304132114968,-13.924557001428122,-13736.0,19848.28932501905,7.577482171899519e-6,-5.429324829680003e-5,0.0,-0.0,5.863776407593795e-8,4.190908209471568e-10,-235.3572290449959,-166.9320493174405,-19446.0,14146.290755015383,5.815434111561041e-6,-5.336308062421236e-5,0.0,-0.0,5.8740715389969146e-8,4.1984209523442515e-10,-1636.90508074814,-110.385626778581,-12399.0,26793.470409798607,7.915393102040253e-6,-5.644270312029421e-5,0.0,-0.0,5.851303055296846e-8,4.182139697340685e-10,-3711.9311880589653,-88.53917327121515,-22993.0,18398.323856807252,4.177797217297591e-6,-1.6914456082139233e-5,0.0,-0.0,5.889471134064993e-8,4.2104946435316307e-10,5850.516188285477,-153.84003241524456,-24095.0,13963.667034070597,2.2237766887779594e-6,-5.3487597543113226e-6,0.0,-0.0,5.861119145634292e-8,4.187298666305558e-10,-1093.6531036448737,-21.01392735960962,-12849.0
t273,14892.821899926668,6.8332448433446655e-6,-579.8947972121027,0.0,-0.0,5.8576872493574755e-8,4.198169643020623e-10,23.46788472470512,-0.3949943315492086,-14336.0,20175.594842220395,7.1754643845569095e-6,-191.49038147255982,0.0,-0.0,5.850275273970137e-8,4.184919053136307e-10,595.9820717241508,-151.08653970639503,-20429.0,15332.662370175301,6.174941387691512e-6,-0.0001516096501998836,0.0,-0.0,5.860054307001233e-8,4.193674196525713e-10,-2256.472218351852,-80.19000644758205,-12996.0,27977.748848889107,7.495934179768592e-6,-163.5746618280938,0.0,-0.0,5.838415906845553e-8,4.177200410844653e-10,-3881.478916507957,-92.69527810776525,-23840.0,20187.29281683241,4.8395228656351276e-6,-1.666877091740495e-5,0.0,-0.0,5.875006417405979e-8,4.206601583226921e-10,5326.5499967867745,-142.84280184900146,-25371.0,12821.7053460771,2.7064229392505082e-6,-4.654576665406487e-6,0.0,-0.0,5.8498702471926694e-8,4.183297290065855e-10,191.95118162417793,-4.6565258118828465,-13009.0
t274,15693.364504039644,7.465159818903341e-6,-268.69922937279944,0.0,-0.0,5.8579443147451214e-8,4.1990632085521986e-10,-155.35687850211727,-6.30840368893059,-15263.0,21550.23381475401,7.684327607298143e-6,-315.6197489329878,0.0,-0.0,5.850261896058992e-8,4.184877187972418e-10,687.2458471496077,-185.85992071393255,-21736.0,15907.217089257547,6.985876204719141e-6,-8.506833080921976e-5,0.0,-0.0,5.862312574438322e-8,4.1952448359690185e-10,-2095.151292992377,-77.06571824158002,-13735.0,30339.12363644082,8.035597102276179e-6,-236.57918040171828,0.0,-0.0,5.8383637234148125e-8,4.17780937665928e-10,-4907.240521180754,-116.30394295267257,-25079.0,20865.014432638443,5.669293633785029e-6,-1.3507141534492005e-5,0.0,-0.0,5.877483337503945e-8,4.208562351267001e-10,5916.090209183926,-164.10463404364384,-26617.0,12832.036836833444,2.980207711639841e-6,-4.3243109729456875e-6,0.0,-0.0,5.8504488221819746e-8,4.1840745331715594e-10,554.4126363417146,-13.449471889817794,-13373.0
t275,16066.494988307986,9.45152094891448e-6,-3.374022745646673e-5,0.0,-0.0,5.8728000710256365e-8,4.20550103223805e-10,494.61577740491515,-22.110741484386242,-16539.0,22146.563226390008,9.72263089475204e-6,-3.507994177824197e-5,0.0,-0.0,5.8644840398081386e-8,4.190241630991461e-10,1585.5784134389169,-236.14161453073373,-23496.0,16863.26486301158,9.235334614220318e-6,-2.252641448087567e-5,0.0,-0.0,5.877277885047938e-8,4.2018675242654893e-10,-2431.2061730786268,-85.05867670089167,-14347.0,32397.779633682418,1.0785678586653736e-5,-3.101703690822266e-5,0.0,-0.0,5.8517208942229055e-8,4.1840951521543926e-10,-6022.627721774996,-140.1518917349754,-26235.0,21386.05916640586,7.180148206870936e-6,-9.525394704913298e-6,0.0,-0.0,5.8932349935395514e-8,4.215332060822885e-10,6412.1171144687605,-174.17627858863332,-27624.0,13697.216792047113,3.2553597535582597e-6,-3.941691196152531e-6,0.0,-0.0,5.864018302167717e-8,4.1900701247714067e-10,-38.47741045896896,-0.7393809607154238,-13658.0
t276,16665.182725915573,8.58106488526984e-6,-4.983182340581518e-5,0.0,-0.0,5.874095412698523e-8,4.2056797503286487e-10,1382.0814570615607,-90.26414178560383,-17957.0,22482.427852250854,8.804512858470312e-6,-5.2228259621544175e-5,0.0,-0.0,5.86567221972007e-8,4.190207941691538e-10,3344.844781259054,-362.2725901453559,-25465.0,16645.774011534588,8.757334041266024e-6,-2.5651087888146206e-5,0.0,-0.0,5.878887733240188e-8,4.202781156419566e-10,-1613.0452925748118,-67.72870212507549,-14965.0,37980.80920373413,1.0462146540480902e-5,-3.376556358311592e-5,0.0,-0.0,5.852412909425596e-8,4.185488392562442e-10,-10204.845619017631,-233.96356147195488,-27542.0,21875.367645702456,6.76670399166533e-6,-1.0244630565240384e-5,0.0,-0.0,5.894893989917538e-8,4.216156166311418e-10,6885.056991422623,-188.42463370641664,-28572.0,13817.087466367147,3.135575504614424e-6,-4.1039917301669945e-6,0.0,-0.0,5.865549327962636e-8,4.190928071603867e-10,205.90768184920466,-4.995147306853858,-14018.0
t277,17266.192670972618,1.0983430256474298e-5,-2.0190996282820363e-5,0.0,-0.0,5.892466403870365e-8,4.213038292066368e-10,2325.954787024325,-39.14744884879213,-19553.0,22056.343257553774,1.126897160013947e-5,-2.0978386759782916e-5,0.0,-0.0,5.8839454636040985e-8,4.1974809331546304e-10,6034.111121703029,-349.45436960670605,-27741.0,16865.358924954347,1.1816926104364101e-5,-1.414001948775237e-5,0.0,-0.0,5.895221880682278e-8,4.2095823726146843e-10,-1287.66329790926,-73.69562478119454,-15504.0,40895.99301263944,1.0085927106405563e-5,-3.7749564981344614e-5,0.0,-0.0,5.853053543656213e-8,4.1869556483252266e-10,-11867.999842802743,-271.99314223196933,-28756.0,25051.416314140526,8.032051248076595e-6,-8.17405692509096e-6,0.0,-0.0,5.911968044507435e-8,4.2242388923284404e-10,4449.590913601726,-122.00722765967791,-29379.0,14152.211634977739,3.193301557246632e-6,-3.9887100148948096e-6,0.0,-0.0,5.880656689822618e-8,4.1971346082223293e-10,346.00631838292225,-22.217952624419127,-14476.0
t278,20905.105372473874,1.0258607307155891e-5,-2.135579896479299e-5,0.0,-0.0,5.9003257028546534e-8,4.216219020666304e-10,713.9102541394801,-12.015615575620632,-21607.0,21910.07418903523,1.0519636142776848e-5,-2.2232603281252238e-5,0.0,-0.0,5.89208070003318e-8,4.2003406766560215e-10,9057.865277766405,-270.93945514807115,-30697.0,16994.616668691095,1.2721152325071902e-5,-1.2726237939545526e-5,0.0,-0.0,5.902436947374268e-8,4.2126619500183023e-10,-990.9672711847358,-55.649397560557524,-15948.0,42102.99307998172,9.696112651398028e-6,-4.342824237796958e-5,0.0,-0.0,5.8536830479154285e-8,4.1882773942922925e-10,-11867.999902893436,-271.9931434149937,-29963.0,27909.915103682506,8.268669275786026e-6,-7.779940679829988e-6,0.0,-0.0,5.9192729762361624e-8,4.2286568573944127e-10,2217.8269139355543,-54.742018166312356,-30073.0,14157.689125552839,3.566116610312104e-6,-3.4726240208564336e-6,0.0,-0.0,5.911422372884902e-8,4.210189720951332e-10,869.3647282367295,-20.053853942489763,-15007.0
t279,22234.172912743386,1.3112122903241127e-5,-1.379855416294976e-5,0.0,-0.0,5.9215960652620026e-8,4.2243922230396046e-10,1547.6433012175644,-26.816213334215046,-23755.0,25011.736412366332,1.3254369723593577e-5,-1.448611798594129e-5,0.0,-0.0,5.913249149720351e-8,4.2085302715929774e-10,9016.356862443447,-258.09327363766727,-33770.0,16727.4478598126,9.433070785711452e-6,-1.899004942476606e-5,0.0,-0.0,5.89673404680624e-8,4.2106969656895065e-10,-628.3199538974048,-49.12789641743395,-16050.0,42827.99309471321,9.27775456648325e-6,-5.248256749826003e-5,0.0,-0.0,5.854656999713218e-8,4.1898915502643403e-10,-11867.99990813277,-271.993143434494,-30688.0,29472.154797731946,6.89303610731198e-6,-9.427466795201478e-6,0.0,-0.0,5.913131587545734e-8,4.227162656056118e-10,979.8215797175402,-18.97637497452638,-30433.0,14342.153096376556,3.242407990384186e-6,-3.7819789782908518e-6,0.0,-0.0,5.905346034381007e-8,4.207753547825171e-10,952.4981186516251,-21.651214547954538,-15273.0
t280,22690.59882455053,1.0282911344596447e-5,-1.7956264038254645e-5,0.0,-0.0,5.92587207629692e-8,4.2257235146461204e-10,2783.085596019175,-64.68441295605929,-25409.0,25246.953402479623,1.0754508282675183e-5,-1.7966893978595514e-5,0.0,-0.0,5.9200619879807083e-8,4.2118804257156677e-10,11074.751304281397,-250.7046996083263,-36071.0,17637.92811087148,8.458060017563257e-6,-2.3738450267346146e-5,0.0,-0.0,5.8971910787358336e-8,4.211137267788945e-10,-1610.5871159394862,-73.34097971082231,-15954.0,43225.99311533188,8.79764971437517e-6,-7.050311226776e-5,0.0,-0.0,5.856008755333586e-8,4.191326815268087e-10,-11867.999910217171,-271.9931434681305,-31086.0,31692.98534608629,6.4485225053791954e-6,-1.0265898884838971e-5,0.0,-0.0,5.913694528963146e-8,4.228518755890264e-10,-1059.3042602722774,-93.68108205609754,-30540.0,14669.361978469944,3.1631727136653305e-6,-3.876349088816306e-6,0.0,-0.0,5.905127529457783e-8,4.2074431034939784e-10,680.0543861283635,-16.41636394448466,-15333.0
t281,22662.979024773376,7.945048584190235e-6,-3.244139688021707e-5,0.0,-0.0,5.9289289647296224e-8,4.2270828400196e-10,3704.067195464155,-86.04619580090589,-26281.0,25491.30903680801,8.252408098345375e-6,-3.213757311472398e-5,0.0,-0.0,5.9241198943988135e-8,4.2135321044765544e-10,11743.997864214974,-269.3068771975524,-36966.0,16636.19780246842,7.289164511501489e-6,-3.83400623276112e-5,0.0,-0.0,5.898331805724409e-8,4.211619430644636e-10,-713.5096413003716,-75.68813017635698,-15847.0,43203.99315155377,8.170031484165204e-6,-0.00014067029752372844,0.0,-0.0,5.858344928271723e-8,4.192755665236024e-10,-11867.999876308015,-271.9931428043675,-31064.0,33721.75758457607,5.643220815300655e-6,-1.2591186968140079e-5,0.0,-0.0,5.9146116370080814e-8,4.229083453397458e-10,-3165.6722850631418,-92.08529262444071,-30464.0,15024.0021685134,2.5486131599974038e-6,-5.11550811674431e-6,0.0,-0.0,5.882649611968475e-8,4.197758250339883e-10,299.1167429923989,-23.118908998034406,-15300.0
t282,21734.66127367961,7.86078990327328e-6,-2.26005838049321e-5,0.0,-0.0,5.964576310032218e-8,4.2423068318120757e-10,4269.3504567154105,-96.01171571530612,-25908.0,25776.25524975927,8.05611112478725e-6,-2.3655586719900406e-5,0.0,-0.0,5.958246920783962e-8,4.2265988795481226e-10,10864.389755499586,-282.64498971948535,-36358.0,16511.98778452786,7.568246321331159e-6,-2.336793349476318e-5,0.0,-0.0,5.93012133926399e-8,4.2244449621275747e-10,-844.8331616509132,-23.154607136769837,-15644.0,39631.649129828955,9.794853750819166e-6,-1.8218648471841658e-5,0.0,-0.0,5.937159017606272e-8,4.2244942296529647e-10,-8826.024970044688,-225.6241514200891,-30580.0,35123.67802610235,4.76470163453283e-6,-1.668762981961277e-5,0.0,-0.0,5.9285392452204405e-8,4.234511262520372e-10,-4851.6118770183975,-128.06613722061633,-30144.0,15738.098922879979,2.15408546515002e-6,-6.32124275219225e-6,0.0,-0.0,5.911990318088402e-8,4.2088575387055637e-10,-611.2702035009978,-14.828715271178082,-15112.0
t283,20811.61598690401,9.71179820645151e-7,-8.57287378427867e-7,0.0,-0.0,2.766770531384351e-7,6.298666505725987e-10,4423.998563397703,-98.61455069295546,-25137.0,25618.06015383398,1.0041595943634962e-6,-8.855150039625719e-7,0.0,-0.0,2.460105925751247e-7,6.214246481997148e-10,9934.719498697572,-276.77965289693697,-35276.0,13211.973684460982,9.822800232805265e-7,-9.423338685825647e-7,0.0,-0.0,2.2147832208491288e-7,6.142196320816876e-10,2162.9681297834286,-45.941814506183675,-15329.0,39277.6491254406,1.048651216661061e-6,-9.242637543150341e-7,0.0,-0.0,2.1520347533024208e-7,6.130304580270188e-10,-8489.034386164534,-189.6147396162294,-30599.0,35447.962034809934,9.86524821703695e-7,-9.487583349714348e-7,0.0,-0.0,1.9995987891152226e-7,6.07044362606071e-10,-5827.363047326386,-162.59898772175083,-29458.0,17169.662121408328,9.064907245137039e-7,-8.491892037592462e-7,0.0,-0.0,1.9989478347038896e-7,6.054475732126826e-10,-2205.288758387785,-42.37336327824626,-14922.0
t284,18718.466333175693,253.01813075966018,-3.7126685111938996e-7,0.0,-0.0,1824.2249981474445,7.051369373247616e-10,3609.8914644700217,-82.60092618231211,-24323.0,24761.827678495636,174.4635530070691,-3.834506437928222e-7,0.0,-0.0,895.841160945608,6.93808366853607e-10,8498.645537093873,-196.77792915956286,-34134.0,11233.897983919524,0.0002839521500571906,-3.641419897526884e-7,0.0,-0.0,1125.224997016805,7.013797101191992e-10,2703.767070742334,-59.89033526723624,-15003.0,39400.515918825826,155.48516971231064,-3.9977459773274617e-7,0.0,-0.0,1.348736200658948e-6,6.821900127702597e-10,-9416.052206244694,-215.94888324305987,-29924.0,32479.707065051378,2.4887388333697295e-5,-3.7631689522770907e-7,0.0,-0.0,4.589201731550863e-6,6.917831108664426e-10,-3437.9855125041086,-79.72158164812774,-28962.0,17019.893310991712,8.109854209726614e-6,-3.4463717536942407e-7,0.0,-0.0,3.8022334944165928e-6,6.883098485606588e-10,-1958.2663535574252,-37.62696900234247,-15024.0
